# x,y,theta,scalar_mag 
-3.0,-1.75,-1.7493842181246269,41540.66015625 
-2.75,-1.75,-1.757913939369422,40740.55859375 
-2.5,-1.75,-1.751755274446398,40871.46875 
-2.25,-1.75,-1.758424904657525,41672.69921875 
-2.0,-1.75,-1.707993692553026,42098.8671875 
-1.75,-1.75,-1.7629024132661626,41591.40625 
-1.5,-1.75,-1.7105874494264324,41126.11328125 
-1.25,-1.75,-1.7348083104294896,41551.66015625 
-1.0,-1.75,-1.7121964536530145,42782.8515625 
-0.75,-1.75,-1.7195418624532877,42653.91796875 
-0.5,-1.75,-1.7597275531264558,41205.41796875 
-0.25,-1.75,-1.7616722817063644,40408.03125 
0.0,-1.75,-1.7095997434560344,41196.046875 
0.25,-1.75,-1.7153349671047307,42587.69921875 
0.5,-1.75,-1.7525665829654793,42912.2890625 
0.75,-1.75,-1.7624420910357408,41819.88671875 
1.0,-1.75,-1.7091340698266404,40376.22265625 
1.25,-1.75,-1.7488660573565693,39944.32421875 
1.5,-1.75,-1.718674031361994,39773.5859375 
1.75,-1.75,-1.7627609038755248,39976.93359375 
2.0,-1.75,-1.7130896760626315,40540.6015625 
2.25,-1.75,-1.7152501139082463,40193.6328125 
2.5,-1.75,-1.7125189043698645,39285.61328125 
2.75,-1.75,-1.7478999793956473,38883.3046875 
3.0,-1.75,-1.7518662121941537,39637.64453125 
-3.0,-1.5,-1.427858401989607,41973.80859375 
-2.75,-1.5,-1.710848231825998,40919.87890625 
-2.5,-1.5,-1.7195958018341266,40719.1953125 
-2.25,-1.5,-1.7164050133341995,41029.55859375 
-2.0,-1.5,-1.4256913951058128,40935.1171875 
-1.75,-1.5,-1.7329657968491543,40190.71484375 
-1.5,-1.5,-1.704658230470934,39517.5234375 
-1.25,-1.5,-1.7148276330097736,40154.03125 
-1.0,-1.5,-1.751158899270234,41828.07421875 
-0.75,-1.5,-1.7139396960582842,42375.2421875 
-0.5,-1.5,-1.4317502926316985,41314.4296875 
-0.25,-1.5,-1.3828478986330186,40479.4921875 
0.0,-1.5,-1.7166507356612952,40921.71484375 
0.25,-1.5,-1.7362047303458585,42257.5390625 
0.5,-1.5,-1.736204899121154,42746.9296875 
0.75,-1.5,-1.7177189048756127,41899.2109375 
1.0,-1.5,-1.7557291503966326,40730.09375 
1.25,-1.5,-1.7596798168457848,40379.7265625 
1.5,-1.5,-1.7497614652862583,39975.703125 
1.75,-1.5,-1.7128396848471366,39968.44921875 
2.0,-1.5,-1.7093657492626162,40387.46484375 
2.25,-1.5,-1.7598419953454496,40210.3671875 
2.5,-1.5,-1.7028455606440365,39432.4921875 
2.75,-1.5,-1.7484472802754822,38891.6015625 
3.0,-1.5,-1.3788908241680256,39591.23046875 
-3.0,-1.25,-1.421294423811768,42248.24609375 
-2.75,-1.25,-1.7129797463373038,41111.22265625 
-2.5,-1.25,-1.7128307244016334,40611.37109375 
-2.25,-1.25,-1.7111667263899204,40584.890625 
-2.0,-1.25,-1.714562109612905,39968.92578125 
-1.75,-1.25,-1.7338482373024073,38811.828125 
-1.5,-1.25,-1.7012606846060483,38150.04296875 
-1.25,-1.25,-1.7055595133915422,39291.3828125 
-1.0,-1.25,-1.7541394087091107,41611.98828125 
-0.75,-1.25,-1.3930933877571279,42557.06640625 
-0.5,-1.25,-1.7355955539124035,41419.1015625 
-0.25,-1.25,-1.7493117170725874,40670.19921875 
0.0,-1.25,-1.7476440511044335,41020.578125 
0.25,-1.25,-1.714971412905602,42122.4296875 
0.5,-1.25,-1.7058398228474483,42781.49609375 
0.75,-1.25,-1.7145074729983554,42256.53515625 
1.0,-1.25,-1.7170400814364015,41345.4140625 
1.25,-1.25,-1.7314852618539207,41212.69140625 
1.5,-1.25,-1.7109984320417937,40932.83984375 
1.75,-1.25,-1.7471691542639918,41042.60546875 
2.0,-1.25,-1.7593697389306664,41504.44921875 
2.25,-1.25,-1.7428007273801813,41129.890625 
2.5,-1.25,-1.7092889947331795,39821.2109375 
2.75,-1.25,-1.7459827864546653,38978.76953125 
3.0,-1.25,-1.7463768436943636,39466.05859375 
-3.0,-1.0,-1.3901254901679607,41976.10546875 
-2.75,-1.0,-1.7088000440683144,40675.22265625 
-2.5,-1.0,-1.4100183096165768,40190.84375 
-2.25,-1.0,-1.700874487387209,40210.515625 
-2.0,-1.0,-1.7032432894123475,39504.3046875 
-1.75,-1.0,-1.7418554381734335,37858.54296875 
-1.5,-1.0,-1.7406094761909492,37216.125 
-1.25,-1.0,-1.7466410309211746,39196.421875 
-1.0,-1.0,-1.726785253072565,41817.4765625 
-0.75,-1.0,-1.7462361815522958,41482.9375 
-0.5,-1.0,-1.7364126970609963,40360.5078125 
-0.25,-1.0,-1.7318223076156023,39923.1171875 
0.0,-1.0,-1.747952477441922,40466.8125 
0.25,-1.0,-1.7141271543348682,41891.0234375 
0.5,-1.0,-1.7385519331387103,42547.78515625 
0.75,-1.0,-1.3923602639301933,42222.83203125 
1.0,-1.0,-1.4438598717876197,41634.74609375 
1.25,-1.0,-1.7592375510364278,41553.77734375 
1.5,-1.0,-1.7312104338890042,41461.5390625 
1.75,-1.0,-1.7306863833246042,41932.52734375 
2.0,-1.0,-1.7070851519372736,42604.8828125 
2.25,-1.0,-1.7258683818180363,42105.80078125 
2.5,-1.0,-1.7070953560198305,40659.953125 
2.75,-1.0,-1.7108772779024448,40066.50390625 
3.0,-1.0,-1.7034879140936028,40293.4453125 
-3.0,-0.75,-1.3982956306490804,41696.7265625 
-2.75,-0.75,-1.7501694921725974,40204.85546875 
-2.5,-0.75,-1.7527946621130936,39584.74609375 
-2.25,-0.75,-1.747479995380513,39740.69140625 
-2.0,-0.75,-1.7094354045687916,39046.51953125 
-1.75,-0.75,-1.7532562518902168,37091.359375 
-1.5,-0.75,-1.709126109481951,35901.81640625 
-1.25,-0.75,-1.7207089361179169,36557.9375 
-1.0,-0.75,-1.768637273769603,37674.265625 
-0.75,-0.75,-1.749903877155666,37980.26171875 
-0.5,-0.75,-1.726831498963129,38176.97265625 
-0.25,-0.75,-1.7074574523780919,38461.03515625 
0.0,-0.75,-1.3940399695636074,39861.7421875 
0.25,-0.75,-1.7115621942208379,41823.9375 
0.5,-0.75,-1.7106539156588776,42508.96875 
0.75,-0.75,-1.7130198791429783,41972.1953125 
1.0,-0.75,-1.7607184468981172,41035.16015625 
1.25,-0.75,-1.7060966576669638,40739.19921875 
1.5,-0.75,-1.7571067289214546,40669.4765625 
1.75,-0.75,-1.3950503797759262,41605.23046875 
2.0,-0.75,-1.7122794400453465,42321.42578125 
2.25,-0.75,-1.72861844209989,42055.07421875 
2.5,-0.75,-1.7455373987123566,41162.55859375 
2.75,-0.75,-1.7167273368574882,40675.70703125 
3.0,-0.75,-1.7676141579557174,40957.7734375 
-3.0,-0.5,-1.3991335066427308,41968.9609375 
-2.75,-0.5,-1.7035388600628676,40923.76171875 
-2.5,-0.5,-1.753018021621575,40580.16796875 
-2.25,-0.5,-1.419238287362148,40629.44921875 
-2.0,-0.5,-1.7066001667174064,39334.39453125 
-1.75,-0.5,-1.7449803823283683,37074.13671875 
-1.5,-0.5,-1.5649877527376057,35617.6015625 
-1.25,-0.5,-1.571859041295271,35617.6015625 
-1.0,-0.5,-1.407009991696547,35906.3125 
-0.75,-0.5,-1.7646457235759505,37076.00390625 
-0.5,-0.5,-1.7474803215885306,37282.56640625 
-0.25,-0.5,-1.7136179206320263,37967.99609375 
0.0,-0.5,-1.7237554619034856,39962.15625 
0.25,-0.5,-1.7486840746382581,42368.11328125 
0.5,-0.5,-1.3989713350943025,43497.69921875 
0.75,-0.5,-1.7418258222347298,42503.3046875 
1.0,-0.5,-1.7041076566086961,41022.7578125 
1.25,-0.5,-1.7674676528360118,40095.78515625 
1.5,-0.5,-1.748173797090899,40145.46484375 
1.75,-0.5,-1.7235697555169,41067.18359375 
2.0,-0.5,-1.704517203298601,41491.3125 
2.25,-0.5,-1.7153236456825889,41096.6171875 
2.5,-0.5,-1.7142189300209174,40764.375 
2.75,-0.5,-1.7578113321942173,40732.23828125 
3.0,-0.5,-1.7407776144888834,42045.48046875 
-3.0,-0.25,-1.4356185138966795,41799.4140625 
-2.75,-0.25,-1.709910187764837,41501.48828125 
-2.5,-0.25,-1.7484300394611598,42022.1640625 
-2.25,-0.25,-1.7627809817758242,41827.296875 
-2.0,-0.25,-1.7148490262128866,40166.9453125 
-1.75,-0.25,-1.7664999452856014,37316.015625 
-1.5,-0.25,-1.577406936954598,35600.421875 
-1.25,-0.25,-1.5632684166357043,35600.421875 
-1.0,-0.25,-1.7643874007873646,36173.42578125 
-0.75,-0.25,-1.714925796549474,37705.0 
-0.5,-0.25,-1.7505847277268312,37313.8125 
-0.25,-0.25,-1.7715064619689627,38288.046875 
0.0,-0.25,-1.7486050266014184,40944.5390625 
0.25,-0.25,-1.765325772802485,43664.41015625 
0.5,-0.25,-1.4255346367223125,44702.484375 
0.75,-0.25,-1.7069671466128018,43420.06640625 
1.0,-0.25,-1.7472034893712407,41352.359375 
1.25,-0.25,-1.765267568140499,40423.72265625 
1.5,-0.25,-1.747539393113979,40541.32421875 
1.75,-0.25,-1.718535502898451,41398.80859375 
2.0,-0.25,-1.7101573977414763,41046.60546875 
2.25,-0.25,-1.4304269164769186,40176.96875 
2.5,-0.25,-1.730706235217178,40469.2578125 
2.75,-0.25,-1.4170058774821244,41446.42578125 
3.0,-0.25,-1.7092787324347856,43050.8671875 
-3.0,0.0,-1.4226039427672164,42133.69921875 
-2.75,0.0,-1.7633228038754176,41707.671875 
-2.5,0.0,-1.7262869687749003,42412.03515625 
-2.25,0.0,-1.3832446523243043,42514.65234375 
-2.0,0.0,-1.4296800917493762,41052.98046875 
-1.75,0.0,-1.7569447370492206,37831.18359375 
-1.5,0.0,-1.5708306852065552,35604.3671875 
-1.25,0.0,-1.5659311284432431,35624.65625 
-1.0,0.0,-1.7243691862242776,36185.078125 
-0.75,0.0,-1.7154991881468207,37503.4609375 
-0.5,0.0,-1.7401000891999971,37582.11328125 
-0.25,0.0,-1.7242660338456315,39868.6640625 
0.0,0.0,-1.71708322825476,42698.234375 
0.25,0.0,-1.7212725959243658,44974.98046875 
0.5,0.0,-1.723850681727105,45245.0 
0.75,0.0,-1.7645290353689265,43443.65234375 
1.0,0.0,-1.7149297174813563,41500.0234375 
1.25,0.0,-1.3745099326141215,40557.2265625 
1.5,0.0,-1.7200429862135718,40694.55078125 
1.75,0.0,-1.378451988921813,42150.86328125 
2.0,0.0,-1.7609673200451563,41842.8359375 
2.25,0.0,-1.7615785192644366,39920.06640625 
2.5,0.0,-1.7443911401412395,40602.59375 
2.75,0.0,-1.3936898373684952,41572.1484375 
3.0,0.0,-1.7272224987171634,42763.21875 
-3.0,0.25,-1.4260446382001852,42921.90234375 
-2.75,0.25,-1.4208290822651382,42192.66796875 
-2.5,0.25,-1.7229545060646745,41547.01171875 
-2.25,0.25,-1.7634349702212246,41107.390625 
-2.0,0.25,-1.7504317884536036,39984.9921875 
-1.75,0.25,-1.739252120975657,38332.8671875 
-1.5,0.25,-1.7277532093055568,36251.03125 
-1.25,0.25,-1.5717256036315905,35609.01171875 
-1.0,0.25,-1.7643989949150742,36514.984375 
-0.75,0.25,-1.7681119182790577,38643.4140625 
-0.5,0.25,-1.7166085145033485,41143.8203125 
-0.25,0.25,-1.7146426764068394,44967.5234375 
0.0,0.25,-1.7179751527301688,47374.0703125 
0.25,0.25,-1.7193025439538479,46993.4921875 
0.5,0.25,-1.720777853783283,44459.96875 
0.75,0.25,-1.7427064217578396,41740.859375 
1.0,0.25,-1.7245967461897862,40602.9921875 
1.25,0.25,-1.4305227834778904,40304.0703125 
1.5,0.25,-1.7644747584236746,40619.51171875 
1.75,0.25,-1.7342673290022406,41797.71875 
2.0,0.25,-1.73529476497641,42825.4140625 
2.25,0.25,-1.7165659244934524,42242.1875 
2.5,0.25,-1.746062203654013,42519.921875 
2.75,0.25,-1.730553523786239,42204.9375 
3.0,0.25,-1.4041699486418746,42353.0546875 
-3.0,0.5,-1.4221470985504925,43329.96875 
-2.75,0.5,-1.76326778050857,42205.34765625 
-2.5,0.5,-1.7409963626952765,40306.1171875 
-2.25,0.5,-1.4184083221233446,39219.25390625 
-2.0,0.5,-1.7288061331516675,38541.64453125 
-1.75,0.5,-1.7169596368488607,37955.0234375 
-1.5,0.5,-1.7290603217538656,36626.859375 
-1.25,0.5,-1.565645752559097,35601.1875 
-1.0,0.5,-1.7410398175971402,36031.46875 
-0.75,0.5,-1.7680077434498198,41549.578125 
-0.5,0.5,-1.7603149724969325,48124.3359375 
-0.25,0.5,-1.7646473795129127,51053.58203125 
0.0,0.5,-1.7609302220915195,51490.8984375 
0.25,0.5,-1.7120919763699878,49441.5 
0.5,0.5,-1.7078617133721379,44598.4296875 
0.75,0.5,-1.3849179000397898,40827.5625 
1.0,0.5,-1.418290402342436,39928.953125 
1.25,0.5,-1.7435256569304367,40425.44921875 
1.5,0.5,-1.7193150120879808,40274.27734375 
1.75,0.5,-1.71898855282965,40235.12109375 
2.0,0.5,-1.7320703668788104,41680.77734375 
2.25,0.5,-1.7629078121420962,42927.7890625 
2.5,0.5,-1.7354983552013397,43128.0390625 
2.75,0.5,-1.7176795054770295,42695.828125 
3.0,0.5,-1.747867449169862,41619.0234375 
-3.0,0.75,-1.432085777479927,43343.2265625 
-2.75,0.75,-1.7403070904159763,42440.39453125 
-2.5,0.75,-1.715100768357023,40228.33984375 
-2.25,0.75,-1.7322692269850737,38654.69921875 
-2.0,0.75,-1.7150382828258008,38067.3203125 
-1.75,0.75,-1.7577681002406913,37620.78515625 
-1.5,0.75,-1.7428073108148359,36354.25390625 
-1.25,0.75,-1.573045059747078,35620.92578125 
-1.0,0.75,-1.7167446082454332,35785.296875 
-0.75,0.75,-1.7191235240893294,43058.6640625 
-0.5,0.75,-1.7229841497182221,51769.51171875 
-0.25,0.75,-1.739003322507894,52983.171875 
0.0,0.75,-1.7478470516463709,51936.203125 
0.25,0.75,-1.71372480712757,50413.98046875 
0.5,0.75,-1.724735407301165,45715.26953125 
0.75,0.75,-1.7183088997781528,41764.30078125 
1.0,0.75,-1.7633696343363576,40780.09765625 
1.25,0.75,-1.7110429543381265,41662.73828125 
1.5,0.75,-1.7130012096857543,41063.28515625 
1.75,0.75,-1.7436661584911772,39933.765625 
2.0,0.75,-1.7435979763563354,40176.03125 
2.25,0.75,-1.7599274135728744,41248.56640625 
2.5,0.75,-1.7126687337132942,41874.8203125 
2.75,0.75,-1.714507327141926,41808.44140625 
3.0,0.75,-1.729363330878022,40508.46484375 
-3.0,1.0,-1.382995432638246,43490.36328125 
-2.75,1.0,-1.7153084882089673,42711.16796875 
-2.5,1.0,-1.723653831434678,40639.734375 
-2.25,1.0,-1.7172854899122225,38914.54296875 
-2.0,1.0,-1.7629185660705409,37835.6171875 
-1.75,1.0,-1.7221686918798231,37092.8359375 
-1.5,1.0,-1.7672350630952702,35898.33203125 
-1.25,1.0,-1.5700492467209164,35608.3828125 
-1.0,1.0,-1.5645319494888958,35608.3828125 
-0.75,1.0,-1.7471562867622905,38735.79296875 
-0.5,1.0,-1.7197989054281926,44017.8125 
-0.25,1.0,-1.7458871111685121,45399.4921875 
0.0,1.0,-1.7392965385699695,47874.84765625 
0.25,1.0,-1.7177133877249786,48994.51953125 
0.5,1.0,-1.7200259126943145,47099.984375 
0.75,1.0,-1.7190226975825027,43985.25 
1.0,1.0,-1.7166605599283575,41742.8671875 
1.25,1.0,-1.761396483385343,42296.4453125 
1.5,1.0,-1.7220931042517786,41996.609375 
1.75,1.0,-1.7567087164888922,40286.89453125 
2.0,1.0,-1.7388472477945025,39600.5546875 
2.25,1.0,-1.7330667286102597,40159.328125 
2.5,1.0,-1.7219366328056986,40976.87890625 
2.75,1.0,-1.7130215466532683,40827.88671875 
3.0,1.0,-1.7615705964389488,39915.67578125 
-3.0,1.25,-1.3984239048268552,43600.0546875 
-2.75,1.25,-1.7186151932679765,42639.94921875 
-2.5,1.25,-1.743581595699359,40408.20703125 
-2.25,1.25,-1.7364574962590233,38396.28125 
-2.0,1.25,-1.7205355626296808,37218.92578125 
-1.75,1.25,-1.7652788787488498,36403.24609375 
-1.5,1.25,-1.5758204441358812,35558.08203125 
-1.25,1.25,-1.5771710113543587,35673.80859375 
-1.0,1.25,-1.5706693461648282,35673.80859375 
-0.75,1.25,-1.573313230471879,35673.80859375 
-0.5,1.25,-1.577682585226447,35673.80859375 
-0.25,1.25,-1.7561309469838309,36417.05078125 
0.0,1.25,-1.75476745280025,44123.23828125 
0.25,1.25,-1.7143470602974626,48525.4296875 
0.5,1.25,-1.7295131638635177,48283.48046875 
0.75,1.25,-1.421957868669571,45739.33203125 
1.0,1.25,-1.7242293665506119,41865.0078125 
1.25,1.25,-1.7328465207289645,41714.59375 
1.5,1.25,-1.7151598099085545,41527.66015625 
1.75,1.25,-1.7244436334226392,40091.87109375 
2.0,1.25,-1.7286212618916883,39172.7734375 
2.25,1.25,-1.7399787526402926,39718.3671875 
2.5,1.25,-1.7160722991390036,40593.26953125 
2.75,1.25,-1.758520457557407,40482.3984375 
3.0,1.25,-1.7424136803284724,39388.5078125 
-3.0,1.5,-1.4200553137850416,43756.82421875 
-2.75,1.5,-1.7267283806203568,42651.296875 
-2.5,1.5,-1.4297867682195902,40133.6015625 
-2.25,1.5,-1.7576654604439808,38118.453125 
-2.0,1.5,-1.7159037603234588,37265.8203125 
-1.75,1.5,-1.7378272889150506,36856.6640625 
-1.5,1.5,-1.7154863898373123,35913.4609375 
-1.25,1.5,-1.563743189742418,35600.4921875 
-1.0,1.5,-1.5684244264194855,35600.4921875 
-0.75,1.5,-1.5769331285316561,35600.4921875 
-0.5,1.5,-1.5717929297486815,35600.4921875 
-0.25,1.5,-1.7599278267532443,36024.953125 
0.0,1.5,-1.7273646490228025,41767.34765625 
0.25,1.5,-1.7435321225700038,47521.06640625 
0.5,1.5,-1.712620916252919,48775.45703125 
0.75,1.5,-1.7166423268576387,46411.796875 
1.0,1.5,-1.7185979899486372,42165.71875 
1.25,1.5,-1.7546369663418007,40875.109375 
1.5,1.5,-1.7228013883566153,40493.08984375 
1.75,1.5,-1.709911682378043,39302.9296875 
2.0,1.5,-1.7155248269969319,38838.6953125 
2.25,1.5,-1.7423173481543255,39445.28125 
2.5,1.5,-1.7658155814928598,40421.30859375 
2.75,1.5,-1.718672872264793,40143.5859375 
3.0,1.5,-1.7247739042187076,38789.41796875 
-3.0,1.75,-1.4253305206185476,43794.8828125 
-2.75,1.75,-1.7101633983067455,42490.515625 
-2.5,1.75,-1.7157328771520377,39948.92578125 
-2.25,1.75,-1.7155146056320005,38336.8671875 
-2.0,1.75,-1.7285202602635434,38114.859375 
-1.75,1.75,-1.7537628789112476,38273.7109375 
-1.5,1.75,-1.7141107739236379,37517.98828125 
-1.25,1.75,-1.7096572444812792,36283.05078125 
-1.0,1.75,-1.7244018036436208,36295.9375 
-0.75,1.75,-1.7313845374021175,37127.765625 
-0.5,1.75,-1.7614388176510831,37523.51171875 
-0.25,1.75,-1.7203001999383134,37807.546875 
0.0,1.75,-1.7584216919620252,39029.66796875 
0.25,1.75,-1.7533599954947368,43811.0078125 
0.5,1.75,-1.7368062443109773,47732.1953125 
0.75,1.75,-1.7404115743393718,47657.4609375 
1.0,1.75,-1.7615455058244058,43606.03125 
1.25,1.75,-1.7538281037412087,40413.546875 
1.5,1.75,-1.715458011197255,39408.05078125 
1.75,1.75,-1.7184992510418307,38456.140625 
2.0,1.75,-1.7190486214103164,38422.53515625 
2.25,1.75,-1.7185368252634703,39291.3828125 
2.5,1.75,-1.70927181856734,40272.484375 
2.75,1.75,-1.7185409304961607,40174.859375 
3.0,1.75,-1.396671338587398,39148.109375 
